id,CIE_10_Id,CIE10_DESC
1,X82,Lesiones autoinfligidas intencionadamente por accidente de vehículo motorizado
1,X84,Auto-daño intencional por medios no especificados. 
1,X85,"Agresión por drogas, medicamentos y sustancias biológicas. "
1,X86,Asalto por sustancia corrosiva. 
1,X87,Agresión por plaguicidas
1,X88,Asalto por gases y vapores. 
1,X90,Asalto por sustancia química o nociva no especificada. 
1,X91,"Asalto por ahorcamiento, estrangulación y asfixia. "
1,X92,Asalto por ahogamiento y sumersión. 
1,X93,Asalto por descarga de pistolas 
1,X94,"Asalto por rifle, escopeta y descarga de armas de fuego más grande "
1,X95,Asalto por otra descarga de arma de fuego no especificada. 
1,X96,Asalto por material explosivo. 
1,X97,"Asalto por humo, fuego y llamas. "
1,X98,"Asalto por vapor, vapores calientes y objetos calientes. "
1,X99,Asalto por objeto afilado 
1,XIV,Enfermedades del aparato genitourinario
1,Y00,Asalto por objeto contundente 
1,Y01,Asalto presionando de lugar alto 
1,Y02,Asalto presionando o colocando a la víctima antes de mover el objeto 
1,Y03,Asalto por estrellamiento del vehículo motorizado. 
1,Y04,Asalto por fuerza corporal 
1,Y05,Asalto sexual por fuerza corporal. 
1,Y06,Descuido y abandono
1,Y07,"Autor de agresión, maltrato y abandono"
1,Y09,Asalto por medios no especificados 
1,Y10,"Envenenamiento por y exposición a analgésicos, antipiréticos y antirreumáticos no opioides, intención no determinada"
1,Y11,"Envenenamiento por, y exposición a, fármacos antiepilépticos, sedantes-hipnóticos, antiparkinsonianos y psicotrópicos, no clasificados en otra parte, intención no determinada"
1,Y12,"Envenenamiento por y exposición a narcóticos y psicodislépticos [alucinógenos], no clasificados en otra parte, intención no determinada"
1,Y15,"Envenenamiento por y exposición al alcohol, intención indeterminada "
1,Y16,"Envenenamiento por y exposición a solventes orgánicos e hidrocarburos halogenados y sus vapores, intención no determinada"
1,Y18,"Envenenamiento por y exposición a pesticidas, intención indeterminada "
1,Y20,"Colgando, estrangulamiento y asfixia, intención indeterminada. "
1,Y21,"Documento y sumersión, intención indeterminada. "
1,Y22,"Descarga de pistola, intención indeterminada "
1,Y23,"Rifle, escopeta y descarga de armas de fuego más grande, intención indeterminada "
1,Y24,"Otra descarga de arma de fuego no especificada, intención indeterminada "
1,Y25,"Contacto con material explosivo, intención indeterminada "
1,Y26,"Exposición al humo, fuego y llamas, intención indeterminada. "
1,Y27,"Contacto con vapor, vapores calientes y objetos calientes, intención indeterminada "
1,Y28,"Contacto con objeto afilado, intención indeterminada "
1,Y29,"Contacto con objeto sin filo, intención no determinada"
1,Y30,"Caída, salto o empujón desde un lugar alto, intención no determinada"
1,Y31,"Caer, acostarse o correr antes o en un objeto en movimiento, intencional no detectada "
1,Y32,"Estrellarse del vehículo motorizado, intención indeterminada "
1,Y34,"Evento no especificado, intención indeterminada "
1,Y35,Intervención legal
1,Y36,Operaciones de guerra
1,Y40,Antibióticos sistémicos
1,Y42,"Hormonas y sus sustitutos sintéticos y antagonistas, no clasificados en otra parte"
1,Y43,Principalmente agentes sistémicos
1,Y44,Agentes que afectan principalmente a los constituyentes de la sangre
1,Y45,"Analgésicos, antipiréticos y antiinflamatorios"
1,Y46,Fármacos antiepilépticos y antiparkinsonianos
1,Y47,"Sedantes, hipnóticos y ansiolíticos"
1,Y48,Anestésicos y gases terapéuticos
1,Y49,"Drogas psicotrópicas, no clasificadas en otra parte"
1,Y50,"Estimulantes del sistema nervioso central, no clasificados en otra parte"
1,Y51,Fármacos que afectan principalmente al sistema nervioso autónomo
1,Y52,Agentes que afectan principalmente al sistema cardiovascular
1,Y53,Agentes que afectan principalmente al sistema gastrointestinal
1,Y54,Agentes que afectan principalmente al equilibrio hídrico y al metabolismo de minerales y ácido úrico
1,Y55,Agentes que actúan principalmente sobre los músculos lisos y esqueléticos y el sistema respiratorio
1,Y56,"Agentes tópicos que afectan principalmente a la piel y las mucosas y fármacos oftalmológicos, otorrinolaringológicos y dentales"
1,Y58,vacunas bacterianas
1,Y60,"Corte, punción, perforación o hemorragia no intencional durante la atención quirúrgica y médica"
1,Y61,Objeto extraño dejado accidentalmente en el cuerpo durante atención quirúrgica y médica
1,Y62,Fallo en las precauciones estériles durante la atención quirúrgica y médica
1,Y63,Fallo en la dosis durante un cuidado quirúrgico y médico
1,Y64,Sustancias médicas y biológicas contaminadas
1,Y66,No administración de atención quirúrgica y médica
1,Y69,Desventura no especificada durante la atención quirúrgica y médica 
1,Y70,Dispositivos de anestesiología asociados con incidentes adversos
1,Y71,Dispositivos cardiovasculares asociados con incidentes adversos
1,Y72,Dispositivos de otorrinolaringología asociados con incidentes adversos
1,Y73,Dispositivos de gastroenterología y urología asociados con incidentes adversos
1,Y74,Dispositivos de hospital general y de uso personal asociados con incidentes adversos
1,Y75,Dispositivos de neurología asociados con incidentes adversos
1,Y76,Dispositivos de obstetricia y ginecología asociados con incidentes adversos
1,Y77,Dispositivos de oftalmología asociados con incidentes adversos
1,Y78,Dispositivos de radiología asociados con incidentes adversos
1,Y79,Dispositivos ortopédicos asociados con incidentes adversos
1,Y80,Dispositivos de medicina física asociados con incidentes adversos
1,Y81,Dispositivos de cirugía general y plástica asociados con incidentes adversos
1,Y85,Secuelas de accidentes de transporte
1,Y87,"Secuelas de autolesiones intencionales, agresión y eventos de intención no determinada"
1,Y88,Secuelas con atención quirúrgica y médica como causa externa
1,Y90,Evidencia de implicación de alcohol determinada por el nivel de alcohol en sangre
1,Y91,Evidencia de participación en el consumo de alcohol determinada por el nivel de intoxicación
1,Y95,Condición nosocomial 
1,Y96,Condición relacionada con el trabajo 
1,Y97,Condición relacionada con la contaminación ambiental 
1,Y98,Condición relacionada con el estilo de vida 
1,Z00,"Contacto para reconocimiento médico general sin síntomas, ni diagnostico de sospecha o declarado"
1,Z01,"Contacto para reconocimiento médico especial sin síntomas, ni diagnóstico de sospecha o declarado"
1,Z02,Contacto para reconocimiento médico con fines administrativos
1,Z03,Contacto para observación médica de enfermedades y afecciones sospechadas que se descartan
1,Z08,Contacto para reconocimiento médico de seguimiento después de finalizar un tratamiento de neoplasia maligna
1,Z09,Contacto para reconocimiento médico de seguimiento después de finalizar tratamiento de afecciones distintas de neoplasia maligna
1,Z10,Control de salud general de rutina de una subpoblación definida
1,Z11,Contacto para cribado de enfermedades infecciosas y parasitarias
1,Z12,Examen de pesquisa especial para detección de neoplasias
1,Z20,Contacto y (sospecha de) exposición a enfermedades transmisibles
1,Z21,Virus de inmunodeficiencia humana asintomática [VIH] Estado de infección 
1,Z22,Portador de enfermedad infecciosa
1,Z23,Contacto para vacunación
1,Z24,Necesidad de inmunización contra ciertas enfermedades virales únicas
1,Z27,Necesidad de inmunización contra combinaciones de enfermedades infecciosas
1,Z28,Vacunación no realizada y estado de déficit de vacunación
1,Z30,Contacto para atención anticonceptiva
1,Z31,Contacto para atención reproductiva
1,Z32,Contacto para prueba de embarazo e instrucciones en el parto y cuidado de los hijos
1,Z33,"Estado embarazado, incidental "
1,Z34,Supervisión del embarazo normal
1,Z35,Supervisión de embarazo de alto riesgo
1,Z36,Contacto para cribado prenatal de la madre
1,Z37,Resultado del parto
1,Z38,Nacido vivo según el lugar de nacimiento y el tipo de parto
1,Z39,Contacto para reconocimiento médico y atención materna posparto
1,Z40,Contacto para cirugía profiláctica
1,Z41,Contacto para procedimientos con fines distintos a remediar un estado de salud
1,Z42,Contacto para cirugía plástica y reconstructiva después de un procedimiento médico o reparación de lesión
1,Z43,Contacto para cuidados de estomas artificiales
1,Z44,Contacto para colocación y ajuste de dispositivos protésicos externos
1,Z45,Contacto para ajuste y mantenimiento de dispositivo implantado
1,Z47,Cuidados ortopédicos posteriores
1,Z49,Contacto para los cuidados que implica la diálisis renal
1,Z50,Atención que implique el uso de procedimientos de rehabilitación
1,Z52,Donantes de órganos y tejidos
1,Z53,"Personas en contacto con los servicios de salud para procedimientos y tratamiento específico, no realizados"
1,Z54,Convalecencia
1,Z55,Problemas relacionados con educación y alfabetización
1,Z56,Problemas relacionados con empleo y desempleo
1,Z57,Exposición ocupacional a factores de riesgo
1,Z58,Problemas relacionados con el entorno físico
1,Z59,Problemas relacionados con la vivienda y las circunstancias económicas
1,Z60,Problemas relacionados con el entorno social
1,Z61,Problemas relacionados con sucesos vitales negativos en la infancia
1,Z62,Problemas relacionados con la crianza
1,Z64,Problemas relacionados con ciertas circunstancias psicosociales
1,Z70,"Asesoramiento en relación a la actitud, comportamiento y orientación sexual"
1,Z72,Problemas relacionados con el estilo de vida
1,Z73,Problemas relacionados con dificultad en el control de la vida
1,Z74,Problemas relacionados con el proveedor de cuidados a persona dependiente
1,Z80,Historia familiar de neoplasia maligna primaria
1,Z81,Historia familiar de trastornos mentales y del comportamiento
1,Z82,Historia familiar de ciertas discapacidades y enfermedades crónicas (que conducen a discapacidad)
1,Z85,Historia personal de neoplasia maligna
1,Z88,"Estado de alergia a fármacos, medicamentos y sustancias biológicas"
1,Z89,Ausencia adquirida de miembro
1,Z90,"Ausencia adquirida de órganos, no clasificados bajo otro concepto"
1,Z91,"Factores personales de riesgo, no clasificados bajo otro concepto"
1,Z92,Historia personal de tratamiento médico
1,Z93,Estado de estoma artificial
1,Z94,Estado de órgano y tejido trasplantado
1,Z95,Presencia de implantes e injertos cardiovasculares
1,Z99,"Dependencia a máquinas y dispositivos de apoyo, no clasificados bajo otro concepto"
2,A00.0,"Cólera debido a Vibrio cholerae 01, biotipo cholerae "
2,A00.1,"Cólera debido a Vibrio cholerae 01, biotipo el Tor "
2,A00.9,"Cólera, no especificado "
2,A01.0,Fiebre tifoidea 
2,A01.1,Fiebre paratifoidea A 
2,A01.2,Fiebre paratifoidea B 
2,A01.3,Fiebre paratifoidea C 
2,A01.4,"Fiebre paratifoidea, no especificada "
2,A02.0,Enteritis debida a Salmonella 
2,A02.1,Sepsis debida a Salmonella 
2,A02.2,Infecciones localizadas debidas a Salmonella 
2,A02.9,"Infección debida a Salmonella, no especificada "
2,A03.0,Shigelosis debida a Shigella dysenteriae 
2,A03.1,Shigelosis debida a Shigella flexneri 
2,A03.2,Shigelosis debida a Shigella boydii 
2,A03.3,Shigelosis debida a Shigella sonnei 
2,A03.9,Shigelosis de tipo no especificado 
2,A04.0,Infección debida a Escherichia coli enteropatógena 
2,A04.1,Infección debida a Escherichia coli enterotoxígena 
2,A04.2,Infección debida a Escherichia coli enteroinvasiva 
2,A04.3,Infección debida a Escherichia coli enterohemorrágica 
2,A04.5,Enteritis debida a Campylobacter 
2,A04.6,Enteritis debida a Yersinia enterocolitica 
2,A04.7,Enterocolitis debida a Clostridium difficile 
2,A04.9,"Infección intestinal bacteriana, no especificada "
2,A05.0,Intoxicación alimentaria estafilocócica 
2,A05.1,Botulismo 
2,A05.2,Intoxicación alimentaria debida a Clostridium perfringens [Clostridium welchii] 
2,A05.3,Intoxicación alimentaria debida a Vibrio parahaemolyticus 
2,A05.4,Intoxicación alimentaria debida a Bacillus cereus 
2,A05.9,"Intoxicación alimentaria bacteriana, no especificada "
2,A06.0,Disentería amebiana aguda 
2,A06.1,Amebiasis intestinal crónica 
2,A06.2,Colitis amebiana no disentérica 
2,A06.3,Ameboma intestinal 
2,A06.4,Absceso amebiano del hígado 
2,A06.5,Absceso amebiano del pulmón 
2,A06.6,Absceso amebiano del cerebro 
2,A06.7,Amebiasis cutánea 
2,A06.9,"Amebiasis, no especificada "
2,A07.0,Balantidiasis 
2,A07.1,Giardiasis [lambliasis] 
2,A07.2,Criptosporidiosis 
2,A07.3,Isosporiasis 
2,A07.9,"Enfermedad intestinal debida a protozoarios, no especificada "
2,A08.0,Enteritis debida a rotavirus 
2,A08.1,Gastroenteropatía aguda debida al agente de Norwalk 
2,A08.2,Enteritis debida a adenovirus 
2,A08.4,"Infección intestinal viral, sin otra especificación "
2,A09.9,Gastroenteritis y colitis de origen no especificado  
2,A15.0,"Tuberculosis del pulmón, confirmada por hallazgo microscópico del bacilo tuberculoso en esputo, con o sin cultivo "
2,A15.1,"Tuberculosis del pulmón, confirmada únicamente por cultivo "
2,A15.2,"Tuberculosis del pulmón, confirmada histológicamente "
2,A15.5,"Tuberculosis de laringe, traquea y bronquios, confirmada bacteriológica e histológicamente "
2,A15.6,"Pleuresía tuberculosa, confirmada bacteriológica e histológicamente "
2,A15.7,"Tuberculosis respiratoria primaria, confirmada bacteriológica e histológicamente "
2,A15.9,"Tuberculosis respiratoria no especificada, confirmada bacteriológica e histológicamente "
2,A16.0,"Tuberculosis del pulmón, con examen bacteriológico e histológico negativos "
2,A16.1,"Tuberculosis de pulmón, sin examen bacteriológico e histológico "
2,A16.2,"Tuberculosis de pulmón, sin mención de confirmación bacteriológica o histológica "
2,A16.3,"Tuberculosis de ganglios linfáticos intratorácicos, sin mención de confirmación bacteriológica o histológica "
2,A16.4,"Tuberculosis de laringe, traquea y bronquios, sin mención de confirmación bacteriológica o histológica "
2,A16.5,"Pleuresía tuberculosa, sin mención de confirmación bacteriológica o histológica "
2,A16.7,"Tuberculosis respiratoria primaria, sin mención de confirmación bacteriológica o histológica "
2,A16.9,"Tuberculosis respiratoria no especificada, sin mención de confirmación bacteriológica o histológica "
2,A17.0,Meningitis tuberculosa 
2,A17.1,Tuberculoma meníngeo 
2,A17.9,"Tuberculosis del sistema nervioso, no especificada "
2,A18.0,Tuberculosis de huesos y articulaciones 
2,A18.1,Tuberculosis del aparato genitourinario 
2,A18.2,Linfadenopatía periférica tuberculosa 
2,A18.3,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos "
2,A18.4,Tuberculosis de la piel y el tejido subcutáneo 
2,A18.5,Tuberculosis del ojo 
2,A18.6,Tuberculosis del oído 
2,A18.7,Tuberculosis de glándulas suprarrenales 
2,A19.0,Tuberculosis miliar aguda de un solo sitio especificado 
2,A19.1,Tuberculosis miliar aguda de sitios múltiples 
2,A19.2,"Tuberculosis miliar aguda, no especificada "
2,A19.9,"Tuberculosis miliar, sin otra especificación "
2,A20.0,Peste bubónica 
2,A20.1,Peste celulocutánea 
2,A20.2,Peste neumónica 
2,A20.3,Meningitis por peste 
2,A20.7,Peste septicémica 
2,A20.9,"Peste, no especificada "
2,A21.0,Tularemia ulceroglandular 
2,A21.1,Tularemia oculoglandular 
2,A21.2,Tularemia pulmonar 
2,A21.7,Tularemia generalizada 
2,A21.9,"Tularemia, no especificada "
2,A22.0,Carbunco cutáneo 
2,A22.1,Carbunco pulmonar 
2,A22.2,Carbunco gastrointestinal 
2,A22.7,Carbunco séptico 
2,A22.9,"Carbunco, no especificado "
2,A23.0,Brucelosis debida a Brucella melitensis 
2,A23.1,Brucelosis debida a Brucella abortus 
2,A23.2,Brucelosis debida a Brucella suis 
2,A23.3,Brucelosis debida a Brucella canis 
2,A23.9,"Brucelosis, no especificada "
2,A24.0,Muermo 
2,A24.1,Melioidosis aguda y fulminante 
2,A24.2,Melioidosis subaguda y crónica 
2,A24.4,"Melioidosis, no especificada "
2,A25.0,Espirilosis 
2,A25.1,Estreptobacilosis 
2,A25.9,"Fiebre por mordedura de rata, no especificada "
2,A26.0,Erisipeloide cutáneo 
2,A26.7,Sepsis por Erysipelothrix 
2,A26.9,"Erisipeloide, no especificada "
2,A27.0,Leptospirosis icterohemorrágica 
2,A27.9,"Leptospirosis, no especificada "
2,A28.0,Pasteurelosis 
2,A28.1,Enfermedad por rasguño de gato 
2,A28.2,Yersiniosis extraintestinal 
2,A30.0,Lepra indeterminada 
2,A30.1,Lepra tuberculoide 
2,A30.2,Lepra tuberculoide limítrofe 
2,A30.3,Lepra limítrofe 
2,A30.4,Lepra lepromatosa limítrofe 
2,A30.5,Lepra lepromatosa 
2,A30.9,"Lepra, no especificada "
2,A31.0,Infecciones por micobacterias pulmonares 
2,A31.1,Infección cutánea por micobacterias 
2,A31.9,"Infección por micobacteria, no especificada "
2,A32.0,Listeriosis cutánea 
2,A32.1,Meningitis y meningoencefalitis listeriana 
2,A32.7,Sepsis listeriana 
2,A32.9,"Listeriosis, no especificada "
2,A36.0,Difteria faríngea 
2,A36.1,Difteria nasofaríngea 
2,A36.2,Difteria laríngea 
2,A36.3,Difteria cutánea 
2,A36.9,"Difteria, no especificada "
2,A37.0,Tos ferina debida a Bordetella pertussis 
2,A37.1,Tos ferina debida a Bordetella parapertussis 
2,A37.9,"Tos ferina, no especificada "
2,A39.0,Meningitis meningocócica 
2,A39.1,Síndrome de Waterhouse-Friderichsen 
2,A39.2,Meningococemia aguda 
2,A39.3,Meningococemia crónica 
2,A39.4,"Meningococemia, no especificada "
2,A39.5,Enfermedad cardíaca debida a meningococo 
2,A39.9,"Enfermedad meningocócica, no especificada "
2,A40.0,"Sepsis debida a estreptococo, grupo A "
2,A40.1,"Sepsis debida a estreptococo, grupo B "
2,A40.2,"Sepsis debida a estreptococo, grupo D "
2,A40.3,Sepsis debida a Streptococcus pneumoniae 
2,A40.9,"Sepsis estreptocócica, no especificada "
2,A41.0,Sepsis debida a Staphylococcus aureus 
2,A41.1,Sepsis debida a otro estafilococo especificado 
2,A41.2,Sepsis debida a estafilococo no especificado 
2,A41.3,Sepsis debida a Haemophilus influenzae 
2,A41.4,Sepsis debida a anaerobios 
2,A41.9,"Sepsis, no especificada "
2,A42.0,Actinomicosis pulmonar 
2,A42.1,Actinomicosis abdominal 
2,A42.2,Actinomicosis cervicofacial 
2,A42.7,Sepsis actinomicótica 
2,A42.9,"Actinomicosis, sin otra especificación "
2,A43.0,Nocardiosis pulmonar 
2,A43.1,Nocardiosis cutánea 
2,A43.9,"Nocardiosis, no especificada "
2,A44.0,Bartonelosis sistémica 
2,A44.1,Bartonelosis cutánea y mucocutánea 
2,A44.9,"Bartonelosis, no especificada "
2,A48.0,Gangrena gaseosa 
2,A48.1,Enfermedad de los legionarios 
2,A48.2,Enfermedad de los legionarios no neumónica (fiebre de Pontiac) 
2,A48.3,Síndrome del choque tóxico 
2,A48.4,Fiebre purpúrica brasileña 
2,A49.0,"Infección estafilocócica, sin otra especificación "
2,A49.1,"Infección estreptocócica, sin otra especificación "
2,A49.2,"Infección por Haemophilus influenzae, sin otra especificación "
2,A49.3,"Infección por micoplasma, sin otra especificación "
2,A49.9,"Infección bacteriana, no especificada "
2,A50.0,"Sífilis congénita precoz, sintomática "
2,A50.1,"Sífilis congénita precoz, latente "
2,A50.2,"Sífilis congénita precoz, sin otra especificación "
2,A50.3,Oculopatía sifilítica congénita tardía 
2,A50.4,Neurosífilis congénita tardía [neurosífilis juvenil] 
2,A50.6,"Sífilis congénita tardía, latente "
2,A50.7,"Sífilis congénita tardía, sin otra especificación "
2,A50.9,"Sífilis congénita, sin otra especificación "
2,A51.0,Sífilis genital primaria 
2,A51.1,Sífilis primaria anal 
2,A51.3,Sífilis secundaria de piel y membranas mucosas 
2,A51.5,"Sífilis precoz, latente "
2,A51.9,"Sífilis precoz, sin otra especificación "
2,A52.0,Sífilis cardiovascular 
2,A52.1,Neurosífilis sintomática 
2,A52.2,Neurosífilis asintomática 
2,A52.3,Neurosífilis no especificada 
2,A52.8,"Sífilis tardía, latente "
2,A52.9,"Sífilis tardía, no especificada "
2,A53.0,"Sífilis latente, no especificada como precoz o tardía "
2,A53.9,"Sífilis, no especificada "
2,A54.0,Infección gonocócica del tracto genitourinario inferior sin absceso periuretral y de glándula accesoria 
2,A54.1,Infección gonocócica del tracto genitourinario inferior con absceso periuretral y de glándulas accesorias 
2,A54.3,Infección gonocócica del ojo 
2,A54.4,Infección gonocócica del sistema osteomuscular 
2,A54.5,Faringitis gonocócica 
2,A54.6,Infección gonocócica del ano y del recto 
2,A54.9,"Infección gonocócica, no especificada "
2,A56.0,Infección del tracto genitourinario inferior debida a clamidias 
2,A56.2,"Infecciones del tracto genitourinario debidas a clamidias, sin otra especificación "
2,A56.3,Infección del ano y del recto debida a clamidias 
2,A56.4,Infección de faringe debida a clamidias 
2,A59.0,Tricomoniasis urogenital 
2,A59.9,"Tricomoniasis, no especificada "
2,A60.0,Infección de genitales y trayecto urogenital debida a virus del herpes [herpes simple] 
2,A60.1,Infección de la piel perianal y recto por virus del herpes simple 
2,A60.9,"Infección anogenital por virus del herpes simple, sin otra especificación "
2,A63.0,Verrugas (venéreas) anogenitales 
2,A66.0,Lesiones iniciales de frambesia 
2,A66.1,Lesiones papilomatosas múltiples y frambesia con paso de cangrejo 
2,A66.3,Hiperqueratosis de frambesia 
2,A66.4,Goma y úlceras de frambesia 
2,A66.5,Gangosa 
2,A66.6,Lesiones frambésicas de los huesos y de las articulaciones 
2,A66.8,Frambesia latente 
2,A66.9,"Frambesia, no especificada "
2,A67.0,Lesiones primarias de la pinta 
2,A67.1,Lesiones intermedias de la pinta 
2,A67.2,Lesiones tardías de la pinta 
2,A67.3,Lesiones mixtas de la pinta 
2,A67.9,"Pinta, no especificada "
2,A68.0,Fiebre recurrente transmitida por piojos 
2,A68.1,Fiebre recurrente transmitida por garrapatas 
2,A68.9,"Fiebre recurrente, no especificada "
2,A69.0,Estomatitis ulcerativa necrotizante 
2,A69.2,Enfermedad de Lyme 
2,A69.9,"Infección por espiroqueta, no especificada "
2,A71.0,Etapa inicial del tracoma
2,A71.1,Etapa activa del tracoma
2,A71.9,"Tracoma, no especificado"
2,A74.0,Conjuntivitis por clamidia
2,A74.9,"Infección por clamidias, no especificada "
2,A75.0,Tifus epidémico debido a Rickettsia prowazekii transmitido por piojos 
2,A75.1,Tifus recrudescente [enfermedad de Brill] 
2,A75.2,Tifus debido a Rickettsia typhi 
2,A75.3,Tifus debido a Rickettsia tsutsugamushi 
2,A75.9,"Tifus, no especificado "
2,A77.0,Fiebre maculosa debida a Rickettsia rickettsii 
2,A77.1,Fiebre maculosa debida a Rickettsia conorii 
2,A77.2,Fiebre maculosa debida a Rickettsia siberica 
2,A77.3,Fiebre maculosa debida a Rickettsia australis 
2,A77.9,"Fiebre maculosa, no especificada "
2,A79.0,Fiebre de las trincheras 
2,A79.1,Rickettsiosis pustulosa debida a Rickettsia akari 
2,A79.9,"Rickettsiosis, no especificada "
2,A80.0,"Poliomielitis aguda paralítica, asociada a vacuna "
2,A80.1,Poliomielitis aguda paralítica debida a virus salvaje importado 
2,A80.2,Poliomielitis aguda paralítica debida a virus salvaje autóctono 
2,A80.4,Poliomielitis aguda no paralítica 
2,A80.9,"Poliomielitis aguda, sin otra especificación "
2,A81.0,Enfermedad de Creutzfeldt-Jakob 
2,A81.1,Panencefalitis esclerosante subaguda 
2,A81.2,Leucoencefalopatía multifocal progresiva 
2,A81.9,"Infecciones del sistema nervioso central por virus atípico, sin otra especificación "
2,A82.9,"Rabia, sin otra especificación "
2,A83.0,Encefalitis japonesa 
2,A83.1,Encefalitis equina del oeste 
2,A83.2,Encefalitis equina del este 
2,A83.3,Encefalitis de San Luis 
2,A83.4,Encefalitis australiana 
2,A83.5,Encefalitis de California 
2,A83.6,Enfermedad por virus Rocío 
2,A84.0,Encefalitis del Lejano Oriente transmitida por garrapatas [encefalitis primaveroestival rusa] 
2,A84.1,Encefalitis centroeuropea transmitida por garrapatas 
2,A84.9,"Encefalitis viral transmitida por garrapatas, sin otra especificación "
2,A85.0,Encefalitis enteroviral 
2,A85.1,Encefalitis por adenovirus 
2,A85.2,"Encefalitis viral transmitida por artrópodos, sin otra especifcación "
2,A87.0,Meningitis enteroviral 
2,A87.1,Meningitis debida a adenovirus 
2,A87.2,Coriomeningitis linfocítica 
2,A87.9,"Meningitis viral, sin otra especificación "
2,A88.0,Fiebre exantemática enteroviral [exantema de Boston] 
2,A88.1,Vértigo epidémico 
2,A92.0,enfermedad del virus chikungunya
2,A92.1,Fiebre de Onyong-nyong
2,A92.2,Fiebre equina venezolana 
2,A92.3,Infección por virus del oeste del Nilo 
2,A92.4,Fiebre del valle del Rift 
2,A93.0,Enfermedad por virus de  Oropouche 
2,A93.1,Fiebre transmitida por flebótomos 
2,A93.2,Fiebre de Colorado transmitida por garrapatas 
2,A95.0,Fiebre amarilla selvática 
2,A95.1,Fiebre amarilla urbana 
2,A95.9,"Fiebre amarilla, no especificada "
2,A96.0,Fiebre hemorrágica de Junín 
2,A96.1,Fiebre hemorrágica de Machupo 
2,A96.2,Fiebre de Lassa 
2,A96.9,"Fiebre hemorrágica por arenavirus, sin otra especificación "
2,A97.0,Dengue sin signos de alarma 
2,A97.1,Dengue con señales de advertencia 
2,A97.2,Dengue grave 
2,A97.9,"Dengue, no especificado "
2,A98.0,Fiebre hemorrágica de Crimea-Congo 
2,A98.1,Fiebre hemorrágica de Omsk 
2,A98.2,Enfermedad de la selva Kyasanur 
2,A98.3,Enfermedad por el virus de Marburg 
2,A98.4,Enfermedad por el virus de Ebola 
2,A98.5,Fiebres hemorrágicas con síndrome renal 
2,B00.0,Eccema herpético
2,B00.1,Dermatitis vesicular herpética 
2,B00.2,Gingivoestomatitis y faringoamigdalitis herpética 
2,B00.3,Meningitis herpética 
2,B00.4,Encefalitis herpética 
2,B00.5,Oculopatía herpética 
2,B00.7,Enfermedad herpética diseminada 
2,B00.9,"Infección debida al virus del herpes, no especificada "
2,B01.1,Encefalitis debida a varicela 
2,B01.2,Neumonía debida a varicela 
2,B01.9,Varicela sin complicaciones 
2,B02.0,Encefalitis debida a herpes zoster 
2,B02.1,Meningitis debida a herpes zoster 
2,B02.3,Herpes zoster ocular 
2,B02.7,Herpes zoster diseminado 
2,B02.9,Herpes zoster sin complicaciones 
2,B05.0,Sarampión complicado con encefalitis 
2,B05.1,Sarampión complicado con meningitis 
2,B05.2,Sarampión complicado con neumonía 
2,B05.3,Sarampión complicado con otitis media 
2,B05.4,Sarampión con complicaciones intestinales 
2,B05.9,Sarampión sin complicaciones 
2,B06.0,Rubéola con complicaciones neurológicas 
2,B06.9,Rubéola sin complicaciones 
2,B08.1,Molusco contagioso 
2,B08.2,Exantema súbito [sexta enfermedad] 
2,B08.3,Eritema infeccioso [quinta enfermedad] 
2,B08.4,Estomatitis vesicular enteroviral con exantema 
2,B08.5,Faringitis vesicular enterovírica 
2,B15.0,"Hepatitis aguda tipo A, con coma hepático "
2,B15.9,"Hepatitis aguda tipo A, sin coma hepático "
2,B16.0,"Hepatitis aguda tipo B, con agente delta (coinfección), con coma hepático "
2,B16.1,"Hepatitis aguda tipo B, con agente delta (coinfección), sin coma hepático "
2,B16.2,"Hepatitis aguda tipo B, sin agente delta, con coma hepático "
2,B16.9,"Hepatitis aguda tipo B, sin agente delta y sin coma hepático "
2,B17.0,Infección (superinfección) aguda por agente delta en el portador de hepatitis B 
2,B17.1,Hepatitis aguda tipo C 
2,B17.2,Hepatitis aguda tipo E 
2,B17.9,Hepatitis viral aguda no especificada  
2,B18.0,"Hepatitis viral tipo B crónica, con agente delta "
2,B18.1,"Hepatitis viral tipo B crónica, sin agente delta "
2,B18.2,Hepatitis viral tipo C crónica 
2,B18.9,"Hepatitis viral crónica, sin otra especificación "
2,B19.0,Hepatitis viral no especificada con coma hepático 
2,B19.9,Hepatitis viral no especificada sin coma hepático 
2,B20.0,"Enfermedad por VIH, resultante en infección por micobacterias "
2,B20.4,"Enfermedad por VIH, resultante en candidiasis "
2,B20.6,"Enfermedad por VIH, resultante en neumonía por Pneumocystis carinii "
2,B20.9,"Enfermedad por VIH, resultante en enfermedad infecciosa o parasitaria no especificada "
2,B21.0,"Enfermedad por VIH, resultante en sarcoma de Kaposi "
2,B21.9,"Enfermedad por VIH, resultante en tumores malignos no especificados "
2,B22.0,"Enfermedad por VIH, resultante en encefalopatía "
2,B22.2,"Enfermedad por VIH, resultante en síndrome caquéctico "
2,B23.0,Síndrome de infección aguda debida a VIH 
2,B23.1,"Enfermedad por VIH, resultante en linfadenopatía generalizada (persistente) "
2,B23.2,"Enfermedad por VIH, resultante en anormalidades inmunológicas y hematológicas, no clasificadas en otra parte "
2,B25.0,Neumonitis debida a virus citomegálico 
